Latitude (decimal degrees):	6.524
Longitude (decimal degrees):	3.379
Elevation (m):	16
Radiation database:	PVGIS-SARAH3


Slope: 15 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190311:0106,0.0,0.0,0.0,26.73,2.34,0.0
20190311:0206,0.0,0.0,0.0,26.54,2.69,0.0
20190311:0306,0.0,0.0,0.0,26.4,2.97,0.0
20190311:0406,0.0,0.0,0.0,26.32,3.03,0.0
20190311:0506,0.0,0.0,0.0,26.33,2.83,0.0
20190311:0606,0.0,3.94,1.93,26.39,2.41,0.0
20190311:0706,128.22,184.4,16.78,27.09,2.48,0.0
20190311:0806,255.91,337.92,31.57,28.0,3.17,0.0
20190311:0906,435.95,570.99,46.23,28.91,3.1,0.0
20190311:1006,385.05,509.5,60.58,29.76,2.97,0.0
20190311:1106,467.21,623.6,73.77,30.41,2.83,0.0
20190311:1206,563.59,759.57,79.5,30.97,2.9,0.0
20190311:1306,717.11,975.83,69.86,31.25,3.31,0.0
20190311:1406,595.07,790.96,56.1,31.1,3.79,0.0
20190311:1506,468.5,611.85,41.61,30.5,4.48,0.0
20190311:1606,266.47,355.27,26.89,29.88,4.34,0.0
20190311:1706,77.28,122.68,12.08,29.31,3.93,0.0
20190311:1806,0.0,0.0,0.0,28.67,3.59,0.0
20190311:1906,0.0,0.0,0.0,28.21,3.93,0.0
20190311:2006,0.0,0.0,0.0,28.02,4.14,0.0
20190311:2106,0.0,0.0,0.0,27.87,4.34,0.0
20190311:2206,0.0,0.0,0.0,27.83,4.48,0.0
20190311:2306,0.0,0.0,0.0,27.71,4.55,0.0
20190312:0006,0.0,0.0,0.0,27.59,4.41,0.0
20190312:0106,0.0,0.0,0.0,27.54,4.21,0.0
20190312:0206,0.0,0.0,0.0,27.41,3.79,0.0
20190312:0306,0.0,0.0,0.0,27.38,3.52,0.0
20190312:0406,0.0,0.0,0.0,27.29,3.24,0.0
20190312:0506,0.0,0.0,0.0,27.22,3.17,0.0
20190312:0606,0.0,4.93,2.05,27.26,3.1,0.0
20190312:0706,139.36,200.18,16.9,27.63,2.9,0.0
20190312:0806,124.07,173.76,31.7,28.53,3.72,0.0
20190312:0906,379.93,497.27,46.39,29.45,3.86,0.0
20190312:1006,527.22,694.55,60.78,29.85,4.0,0.0
20190312:1106,337.39,446.05,74.06,30.33,4.28,0.0
20190312:1206,524.52,695.06,79.86,30.56,4.28,0.0
20190312:1306,604.42,804.05,70.0,30.96,4.34,0.0
20190312:1406,571.15,752.7,56.15,30.42,4.28,0.0
20190312:1506,460.45,600.09,41.62,29.84,4.28,0.0
20190312:1606,267.16,356.54,26.89,29.63,3.79,0.0
20190312:1706,58.26,94.35,12.07,29.3,3.59,0.0
20190312:1806,0.0,0.0,0.0,28.74,3.38,0.0
20190312:1906,0.0,0.0,0.0,28.27,3.03,0.0
20190312:2006,0.0,0.0,0.0,28.03,3.1,0.0
20190312:2106,0.0,0.0,0.0,27.84,3.17,0.0
20190312:2206,0.0,0.0,0.0,27.76,3.24,0.0
20190312:2306,0.0,0.0,0.0,27.64,3.31,0.0
20190313:0006,0.0,0.0,0.0,27.5,3.38,0.0
20190313:0106,0.0,0.0,0.0,27.42,3.59,0.0
20190313:0206,0.0,0.0,0.0,27.33,3.72,0.0
20190313:0306,0.0,0.0,0.0,27.28,3.72,0.0
20190313:0406,0.0,0.0,0.0,27.21,3.38,0.0
20190313:0506,0.0,0.0,0.0,27.18,3.1,0.0
20190313:0606,0.02,5.92,2.16,27.16,2.83,0.0
20190313:0706,138.09,198.48,17.02,27.55,2.62,0.0
20190313:0806,263.18,347.47,31.84,28.29,3.24,0.0
20190313:0906,448.98,588.28,46.54,29.47,3.45,0.0
20190313:1006,496.95,659.2,60.98,30.24,3.24,0.0
20190313:1106,136.37,191.33,74.36,30.87,3.17,0.0
20190313:1206,467.04,622.24,80.23,31.0,3.52,0.0
20190313:1306,694.24,933.6,70.13,31.05,3.93,0.0
20190313:1406,617.79,816.25,56.2,30.0,4.0,0.0
20190313:1506,468.18,610.41,41.64,30.06,4.41,0.0
20190313:1606,263.51,351.46,26.89,30.04,4.76,0.0
20190313:1706,78.71,125.15,12.05,29.64,4.41,0.0
20190313:1806,0.0,0.0,0.0,28.91,3.66,0.0
20190313:1906,0.0,0.0,0.0,28.39,3.72,0.0
20190313:2006,0.0,0.0,0.0,28.06,2.97,0.0
20190313:2106,0.0,0.0,0.0,27.89,3.1,0.0
20190313:2206,0.0,0.0,0.0,27.72,3.17,0.0
20190313:2306,0.0,0.0,0.0,27.6,3.1,0.0
20190314:0006,0.0,0.0,0.0,27.47,3.38,0.0
20190314:0106,0.0,0.0,0.0,27.35,3.38,0.0
20190314:0206,0.0,0.0,0.0,27.32,3.38,0.0
20190314:0306,0.0,0.0,0.0,27.2,3.52,0.0
20190314:0406,0.0,0.0,0.0,27.26,3.59,0.0
20190314:0506,0.0,0.0,0.0,27.22,3.45,0.0
20190314:0606,0.0,1.97,2.27,27.22,3.24,0.0
20190314:0706,85.98,127.3,17.14,27.61,2.9,0.0
20190314:0806,263.31,346.95,31.97,28.67,4.28,0.0
20190314:0906,522.62,680.7,46.7,29.61,4.48,0.0
20190314:1006,618.5,814.37,61.17,30.01,4.62,0.0
20190314:1106,662.86,881.63,74.65,30.5,4.62,0.0
20190314:1206,602.83,801.39,80.59,30.48,4.34,0.0
20190314:1306,633.66,845.04,70.25,29.15,3.31,0.0
20190314:1406,566.54,744.25,56.24,29.36,3.93,0.0
20190314:1506,441.12,578.87,41.65,29.83,3.24,0.0
20190314:1606,274.05,366.55,26.88,29.79,3.45,0.0
20190314:1706,61.57,99.28,12.03,29.12,3.31,0.0
20190314:1806,0.0,0.0,0.0,27.96,3.17,0.0
20190314:1906,0.0,0.0,0.0,28.54,4.07,0.0
20190314:2006,0.0,0.0,0.0,28.34,4.28,0.0
20190314:2106,0.0,0.0,0.0,28.18,4.07,0.0
20190314:2206,0.0,0.0,0.0,28.06,3.66,0.0
20190314:2306,0.0,0.0,0.0,27.92,3.31,0.0
20190315:0006,0.0,0.0,0.0,27.81,3.24,0.0
20190315:0106,0.0,0.0,0.0,27.63,3.17,0.0
20190315:0206,0.0,0.0,0.0,27.45,3.31,0.0
20190315:0306,0.0,0.0,0.0,27.32,3.38,0.0
20190315:0406,0.0,0.0,0.0,27.3,3.38,0.0
20190315:0506,0.0,0.0,0.0,27.36,3.24,0.0
20190315:0606,0.02,5.92,2.39,27.34,3.17,0.0
20190315:0706,112.92,163.27,17.27,27.71,2.97,0.0
20190315:0806,224.5,298.8,32.1,28.83,4.07,0.0
20190315:0906,418.02,546.72,46.85,29.55,3.86,0.0
20190315:1006,594.35,788.12,61.36,30.2,3.79,0.0
20190315:1106,687.76,921.76,74.94,30.28,3.93,0.0
20190315:1206,714.16,959.21,80.95,30.72,4.28,0.0
20190315:1306,673.03,897.76,70.37,30.94,4.48,0.0
20190315:1406,582.88,768.01,56.28,30.89,4.62,0.0
20190315:1506,442.06,575.68,41.65,30.04,4.62,0.0
20190315:1606,239.5,320.17,26.87,29.28,4.14,0.0
20190315:1706,71.74,114.94,12.01,29.16,3.79,0.0
20190315:1806,0.0,0.0,0.0,28.74,3.45,0.0
20190315:1906,0.0,0.0,0.0,28.41,3.31,0.0
20190315:2006,0.0,0.0,0.0,28.2,3.38,0.0
20190315:2106,0.0,0.0,0.0,28.06,3.52,0.0
20190315:2206,0.0,0.0,0.0,27.92,3.66,0.0
20190315:2306,0.0,0.0,0.0,27.77,3.66,0.0
20190316:0006,0.0,0.0,0.0,27.59,3.66,0.0
20190316:0106,0.0,0.0,0.0,27.38,3.52,0.0
20190316:0206,0.0,0.0,0.0,27.24,3.31,0.0
20190316:0306,0.0,0.0,0.0,27.12,3.03,0.0
20190316:0406,0.0,0.0,0.0,27.04,2.76,0.0
20190316:0506,0.0,0.0,0.0,27.08,2.48,0.0
20190316:0606,0.84,8.96,2.51,27.12,2.41,0.0
20190316:0706,110.45,159.83,17.39,27.62,2.83,0.0
20190316:0806,247.36,327.28,32.23,28.38,3.59,0.0
20190316:0906,289.71,381.71,47.0,29.08,3.79,0.0
20190316:1006,588.73,777.64,61.55,29.75,3.93,0.0
20190316:1106,694.8,930.68,75.22,30.09,3.93,0.0
20190316:1206,730.65,984.38,81.3,30.17,3.86,0.0
20190316:1306,684.6,916.93,70.48,29.78,3.59,0.0
20190316:1406,542.68,716.03,56.31,28.71,2.97,0.0
20190316:1506,192.81,259.79,41.65,28.9,3.59,0.0
20190316:1606,43.48,72.0,26.85,28.9,2.9,0.0
20190316:1706,18.34,37.48,11.99,28.18,2.28,0.0
20190316:1806,0.0,0.0,0.0,27.96,1.93,0.0
20190316:1906,0.0,0.0,0.0,26.6,2.41,0.0
20190316:2006,0.0,0.0,0.0,26.87,1.79,0.0
20190316:2106,0.0,0.0,0.0,26.91,1.79,0.0
20190316:2206,0.0,0.0,0.0,26.84,2.0,0.0
20190316:2306,0.0,0.0,0.0,26.77,2.07,0.0
20190317:0006,0.0,0.0,0.0,26.9,2.48,0.0
20190317:0106,0.0,0.0,0.0,26.73,2.69,0.0
20190317:0206,0.0,0.0,0.0,26.61,2.76,0.0
20190317:0306,0.0,0.0,0.0,26.56,2.62,0.0
20190317:0406,0.0,0.0,0.0,26.49,2.55,0.0
20190317:0506,0.0,0.0,0.0,26.5,2.48,0.0
20190317:0606,0.0,4.93,2.62,26.48,2.34,0.0
20190317:0706,92.16,135.01,17.51,26.96,2.48,0.0
20190317:0806,231.27,307.44,32.37,27.59,2.34,0.0
20190317:0906,431.18,566.04,47.15,28.67,2.69,0.0
20190317:1006,485.61,644.17,61.73,29.36,2.69,0.0
20190317:1106,600.22,806.79,75.5,30.35,3.03,0.0
20190317:1206,520.13,696.79,81.66,30.85,3.1,0.0
20190317:1306,562.43,753.85,70.57,30.89,3.17,0.0
20190317:1406,537.79,713.99,56.33,30.74,3.38,0.0
20190317:1506,438.38,574.59,41.65,29.98,3.52,0.0
20190317:1606,219.95,296.16,26.84,29.57,3.66,0.0
20190317:1706,36.42,63.29,11.97,29.02,3.59,0.0
20190317:1806,0.0,0.0,0.0,28.58,3.17,0.0
20190317:1906,0.0,0.0,0.0,28.09,3.03,0.0
20190317:2006,0.0,0.0,0.0,27.8,2.9,0.0
20190317:2106,0.0,0.0,0.0,27.59,2.83,0.0
20190317:2206,0.0,0.0,0.0,27.45,2.9,0.0
20190317:2306,0.0,0.0,0.0,27.31,3.17,0.0
20190318:0006,0.0,0.0,0.0,27.18,3.31,0.0
20190318:0106,0.0,0.0,0.0,27.08,3.24,0.0
20190318:0206,0.0,0.0,0.0,26.99,3.03,0.0
20190318:0306,0.0,0.0,0.0,26.89,2.83,0.0
20190318:0406,0.0,0.0,0.0,26.82,2.62,0.0
20190318:0506,0.0,0.0,0.0,26.75,2.28,0.0
20190318:0606,1.16,8.88,2.74,26.65,1.93,0.0
20190318:0706,134.62,193.21,17.63,27.18,1.52,0.0
20190318:0806,283.64,375.82,32.5,28.36,2.07,0.0
20190318:0906,474.65,629.17,47.29,29.09,2.0,0.0
20190318:1006,582.19,784.6,61.91,30.05,2.21,0.0
20190318:1106,702.34,963.38,75.77,30.91,2.55,0.0
20190318:1206,720.09,984.4,82.0,31.22,3.1,0.0
20190318:1306,693.79,936.34,70.66,30.86,3.52,0.0
20190318:1406,598.65,790.8,56.35,30.3,4.0,0.0
20190318:1506,446.46,582.72,41.65,30.1,4.28,0.0
20190318:1606,250.44,334.95,26.82,29.55,4.21,0.0
20190318:1706,69.62,111.9,11.94,29.09,4.07,0.0
20190318:1806,0.0,0.0,0.0,28.49,3.66,0.0
20190318:1906,0.0,0.0,0.0,28.0,3.59,0.0
20190318:2006,0.0,0.0,0.0,27.8,3.59,0.0
20190318:2106,0.0,0.0,0.0,27.66,3.79,0.0
20190318:2206,0.0,0.0,0.0,27.6,4.07,0.0
20190318:2306,0.0,0.0,0.0,27.56,4.28,0.0
20190319:0006,0.0,0.0,0.0,27.47,4.14,0.0
20190319:0106,0.0,0.0,0.0,27.34,3.93,0.0
20190319:0206,0.0,0.0,0.0,27.26,3.79,0.0
20190319:0306,0.0,0.0,0.0,27.21,3.72,0.0
20190319:0406,0.0,0.0,0.0,27.23,3.72,0.0
20190319:0506,0.0,0.0,0.0,27.18,3.72,0.0
20190319:0606,1.24,9.81,2.86,27.22,3.59,0.0
20190319:0706,128.85,184.46,17.76,27.75,3.72,0.0
20190319:0806,292.16,383.43,32.63,28.74,4.28,0.0
20190319:0906,491.0,640.39,47.44,29.46,4.14,0.0
20190319:1006,558.5,736.34,62.09,30.19,4.28,0.0
20190319:1106,549.64,727.99,76.04,30.69,4.48,0.0
20190319:1206,474.19,626.5,82.34,30.85,4.69,0.0
20190319:1306,604.39,800.5,70.75,30.93,4.83,0.0
20190319:1406,600.06,788.42,56.37,30.98,5.1,0.0
20190319:1506,448.66,583.63,41.64,30.42,5.17,0.0
20190319:1606,252.57,337.31,26.79,29.91,5.31,0.0
20190319:1706,61.39,99.37,11.91,29.25,4.97,0.0
20190319:1806,0.0,0.0,0.0,28.54,4.76,0.0
20190319:1906,0.0,0.0,0.0,27.72,4.55,0.0
20190319:2006,0.0,0.0,0.0,27.37,4.34,0.0
20190319:2106,0.0,0.0,0.0,27.18,4.21,0.0
20190319:2206,0.0,0.0,0.0,27.11,3.66,0.0
20190319:2306,0.0,0.0,0.0,27.08,3.52,0.0
20190320:0006,0.0,0.0,0.0,27.14,3.72,0.0
20190320:0106,0.0,0.0,0.0,27.12,3.66,0.0
20190320:0206,0.0,0.0,0.0,27.05,3.38,0.0
20190320:0306,0.0,0.0,0.0,26.99,3.31,0.0
20190320:0406,0.0,0.0,0.0,26.88,3.38,0.0
20190320:0506,0.0,0.0,0.0,26.88,3.38,0.0
20190320:0606,1.68,10.75,2.98,26.86,3.31,0.0
20190320:0706,141.39,201.35,17.88,27.33,4.14,0.0
20190320:0806,301.94,394.02,32.76,28.11,4.69,0.0
20190320:0906,511.22,661.64,47.58,29.3,5.24,0.0
20190320:1006,656.03,862.24,62.26,30.0,5.1,0.0
20190320:1106,660.38,875.49,76.31,30.37,4.9,0.0
20190320:1206,652.9,865.95,82.67,30.21,4.83,0.0
20190320:1306,680.45,901.15,70.82,30.14,4.83,0.0
20190320:1406,587.0,767.86,56.38,29.53,4.62,0.0
20190320:1506,436.71,567.25,41.62,29.78,4.9,0.0
20190320:1606,236.43,316.1,26.77,29.41,5.03,0.0
20190320:1706,67.14,108.27,11.88,28.97,4.9,0.0
20190320:1806,0.0,0.0,0.0,28.47,4.14,0.0
20190320:1906,0.0,0.0,0.0,27.81,4.34,0.0
20190320:2006,0.0,0.0,0.0,27.55,3.52,0.0
20190320:2106,0.0,0.0,0.0,27.47,2.83,0.0
20190320:2206,0.0,0.0,0.0,27.36,2.62,0.0
20190320:2306,0.0,0.0,0.0,27.23,3.1,0.0
20190321:0006,0.0,0.0,0.0,27.14,3.45,0.0
20190321:0106,0.0,0.0,0.0,27.19,3.24,0.0
20190321:0206,0.0,0.0,0.0,27.16,3.03,0.0
20190321:0306,0.0,0.0,0.0,27.15,3.03,0.0
20190321:0406,0.0,0.0,0.0,27.11,3.1,0.0
20190321:0506,0.0,0.0,0.0,26.91,3.31,0.0
20190321:0606,3.11,13.64,3.1,26.62,4.0,0.0
20190321:0706,153.77,218.94,18.0,27.59,3.66,0.0
20190321:0806,303.59,397.39,32.89,28.53,4.34,0.0
20190321:0906,453.03,588.4,47.73,29.2,4.69,0.0
20190321:1006,509.52,666.19,62.43,29.87,5.1,0.0
20190321:1106,610.19,802.15,76.57,30.12,5.52,0.0
20190321:1206,552.19,724.32,83.0,30.12,5.66,0.0
20190321:1306,716.59,946.84,70.88,30.61,5.72,0.0
20190321:1406,603.89,788.69,56.39,30.61,5.72,0.0
20190321:1506,460.36,596.44,41.61,30.02,5.59,0.0
20190321:1606,259.33,345.94,26.75,29.61,5.24,0.0
20190321:1706,71.04,115.02,11.85,29.25,5.1,0.0
20190321:1806,0.0,0.0,0.0,28.8,4.83,0.0
20190321:1906,0.0,0.0,0.0,28.39,3.59,0.0
20190321:2006,0.0,0.0,0.0,28.08,3.52,0.0
20190321:2106,0.0,0.0,0.0,27.95,4.21,0.0
20190321:2206,0.0,0.0,0.0,27.84,4.62,0.0
20190321:2306,0.0,0.0,0.0,27.66,5.1,0.0
20190322:0006,0.0,0.0,0.0,26.67,4.76,0.0
20190322:0106,0.0,0.0,0.0,26.18,4.28,0.0
20190322:0206,0.0,0.0,0.0,26.01,4.69,0.0
20190322:0306,0.0,0.0,0.0,26.05,4.14,0.0
20190322:0406,0.0,0.0,0.0,26.38,3.45,0.0
20190322:0506,0.0,0.0,0.0,26.72,3.17,0.0
20190322:0606,1.6,9.86,3.23,26.88,3.38,0.0
20190322:0706,80.77,119.45,18.13,25.73,1.59,0.0
20190322:0806,20.58,40.44,33.02,26.55,1.72,0.0
20190322:0906,34.81,60.16,47.87,27.53,2.0,0.0
20190322:1006,56.37,88.76,62.6,28.52,1.79,0.0
20190322:1106,118.17,167.66,76.82,29.6,2.41,0.0
20190322:1206,495.62,659.96,83.32,30.34,3.31,0.0
20190322:1306,656.6,882.38,70.94,30.53,3.38,0.0
20190322:1406,603.02,794.3,56.39,30.32,4.34,0.0
20190322:1506,453.33,589.2,41.59,30.05,4.97,0.0
20190322:1606,259.57,347.09,26.72,29.81,4.9,0.0
20190322:1706,73.42,118.63,11.82,29.25,4.62,0.0
20190322:1806,0.0,0.0,0.0,28.6,4.21,0.0
20190322:1906,0.0,0.0,0.0,28.26,2.0,0.0
20190322:2006,0.0,0.0,0.0,27.98,2.69,0.0
20190322:2106,0.0,0.0,0.0,27.88,3.03,0.0
20190322:2206,0.0,0.0,0.0,27.79,2.97,0.0
20190322:2306,0.0,0.0,0.0,27.68,2.97,0.0
20190323:0006,0.0,0.0,0.0,27.59,3.52,0.0
20190323:0106,0.0,0.0,0.0,27.63,3.86,0.0
20190323:0206,0.0,0.0,0.0,27.51,3.93,0.0
20190323:0306,0.0,0.0,0.0,27.39,3.93,0.0
20190323:0406,0.0,0.0,0.0,27.32,3.79,0.0
20190323:0506,0.0,0.0,0.0,27.32,3.66,0.0
20190323:0606,4.11,15.53,3.35,27.37,3.59,0.0
20190323:0706,129.7,185.8,18.25,27.96,2.69,0.0
20190323:0806,330.19,434.09,33.14,29.02,3.38,0.0
20190323:0906,454.08,595.78,48.0,29.77,3.52,0.0
20190323:1006,652.67,870.8,62.76,30.32,3.66,0.0
20190323:1106,690.13,932.03,77.06,30.84,3.52,0.0
20190323:1206,693.16,939.09,83.62,30.83,3.38,0.0
20190323:1306,663.14,892.05,70.98,30.56,3.38,0.0
20190323:1406,570.36,754.03,56.38,30.2,3.66,0.0
20190323:1506,458.94,597.96,41.57,30.04,4.55,0.0
20190323:1606,264.96,354.19,26.69,29.82,4.97,0.0
20190323:1706,71.04,115.28,11.79,29.36,4.34,0.0
20190323:1806,0.0,0.0,0.0,28.85,3.86,0.0
20190323:1906,0.0,0.0,0.0,28.38,4.48,0.0
20190323:2006,0.0,0.0,0.0,28.23,4.48,0.0
20190323:2106,0.0,0.0,0.0,28.12,4.48,0.0
20190323:2206,0.0,0.0,0.0,28.03,4.69,0.0
20190323:2306,0.0,0.0,0.0,27.89,4.76,0.0
20190324:0006,0.0,0.0,0.0,27.8,4.62,0.0
20190324:0106,0.0,0.0,0.0,27.75,4.55,0.0
20190324:0206,0.0,0.0,0.0,27.65,4.28,0.0
20190324:0306,0.0,0.0,0.0,27.59,4.28,0.0
20190324:0406,0.0,0.0,0.0,27.55,4.34,0.0
20190324:0506,0.0,0.0,0.0,27.52,4.34,0.0
20190324:0606,4.11,15.51,3.47,27.51,4.28,0.0
20190324:0706,94.47,138.07,18.37,28.03,3.86,0.0
20190324:0806,303.45,397.3,33.27,29.08,5.03,0.0
20190324:0906,455.55,592.9,48.14,29.99,5.03,0.0
20190324:1006,535.43,703.53,62.92,30.6,4.97,0.0
20190324:1106,490.84,648.24,77.3,30.8,4.69,0.0
20190324:1206,620.13,825.55,83.92,30.88,4.55,0.0
20190324:1306,386.82,512.1,71.02,31.35,4.55,0.0
20190324:1406,353.93,464.81,56.37,30.0,4.62,0.0
20190324:1506,191.29,258.53,41.54,30.12,4.9,0.0
20190324:1606,119.35,168.7,26.65,29.48,3.93,0.0
20190324:1706,35.0,61.12,11.75,28.72,3.86,0.0
20190324:1806,0.0,0.0,0.0,27.8,4.34,0.0
20190324:1906,0.0,0.0,0.0,28.29,3.86,0.0
20190324:2006,0.0,0.0,0.0,28.05,4.14,0.0
20190324:2106,0.0,0.0,0.0,27.88,4.14,0.0
20190324:2206,0.0,0.0,0.0,27.74,4.28,0.0
20190324:2306,0.0,0.0,0.0,27.64,4.48,0.0
20190325:0006,0.0,0.0,0.0,27.59,4.62,0.0
20190325:0106,0.0,0.0,0.0,27.58,4.62,0.0
20190325:0206,0.0,0.0,0.0,27.56,4.55,0.0
20190325:0306,0.0,0.0,0.0,27.54,4.55,0.0
20190325:0406,0.0,0.0,0.0,27.36,4.28,0.0
20190325:0506,0.0,0.0,0.0,27.25,4.07,0.0
20190325:0606,4.65,16.46,3.59,27.19,3.86,0.0
20190325:0706,149.86,213.36,18.5,27.7,3.59,0.0
20190325:0806,311.27,406.55,33.39,28.44,4.62,0.0
20190325:0906,512.3,664.58,48.27,28.97,4.62,0.0
20190325:1006,512.99,671.62,63.08,29.61,4.69,0.0
20190325:1106,653.61,863.73,77.52,29.94,4.97,0.0
20190325:1206,623.55,825.65,84.2,30.55,5.03,0.0
20190325:1306,568.71,748.61,71.05,30.53,5.17,0.0
20190325:1406,597.87,785.13,56.36,30.15,4.55,0.0
20190325:1506,434.8,568.77,41.51,29.65,3.59,0.0
20190325:1606,260.52,347.41,26.62,27.24,2.69,0.0
20190325:1706,68.92,111.61,11.72,27.15,3.17,0.0
20190325:1806,0.0,0.0,0.0,27.11,3.1,0.0
20190325:1906,0.0,0.0,0.0,27.97,3.38,0.0
20190325:2006,0.0,0.0,0.0,27.65,3.17,0.0
20190325:2106,0.0,0.0,0.0,27.52,2.83,0.0
20190325:2206,0.0,0.0,0.0,27.39,2.76,0.0
20190325:2306,0.0,0.0,0.0,27.3,2.83,0.0
20190326:0006,0.0,0.0,0.0,27.2,2.9,0.0
20190326:0106,0.0,0.0,0.0,27.1,2.83,0.0
20190326:0206,0.0,0.0,0.0,26.96,2.76,0.0
20190326:0306,0.0,0.0,0.0,26.84,2.69,0.0
20190326:0406,0.0,0.0,0.0,26.77,2.62,0.0
20190326:0506,0.0,0.0,0.0,26.76,2.41,0.0
20190326:0606,5.2,17.41,3.72,26.74,2.14,0.0
20190326:0706,154.69,220.54,18.62,27.37,2.0,0.0
20190326:0806,319.52,421.61,33.52,28.58,2.48,0.0
20190326:0906,521.12,688.94,48.4,29.39,2.62,0.0
20190326:1006,657.83,888.03,63.22,30.12,2.69,0.0
20190326:1106,703.72,954.43,77.74,30.38,3.1,0.0
20190326:1206,726.88,987.2,84.46,30.46,3.31,0.0
20190326:1306,697.72,941.1,71.07,30.56,3.45,0.0
20190326:1406,595.46,790.65,56.34,30.63,3.59,0.0
20190326:1506,455.88,598.11,41.48,30.44,3.79,0.0
20190326:1606,259.75,349.44,26.59,29.99,3.93,0.0
20190326:1706,68.97,113.15,11.68,29.27,3.52,0.0
20190326:1806,0.0,0.0,0.0,28.54,2.97,0.0
20190326:1906,0.0,0.0,0.0,28.16,2.69,0.0
20190326:2006,0.0,0.0,0.0,27.87,2.76,0.0
20190326:2106,0.0,0.0,0.0,27.66,2.9,0.0
20190326:2206,0.0,0.0,0.0,27.54,3.24,0.0
20190326:2306,0.0,0.0,0.0,27.45,3.45,0.0
20190327:0006,0.0,0.0,0.0,27.36,3.52,0.0
20190327:0106,0.0,0.0,0.0,27.29,3.38,0.0
20190327:0206,0.0,0.0,0.0,27.2,3.17,0.0
20190327:0306,0.0,0.0,0.0,27.2,2.9,0.0
20190327:0406,0.0,0.0,0.0,27.18,2.69,0.0
20190327:0506,0.0,0.0,0.0,27.1,2.48,0.0
20190327:0606,5.19,17.39,3.84,27.02,2.14,0.0
20190327:0706,137.26,195.94,18.74,27.7,2.21,0.0
20190327:0806,212.52,285.0,33.64,28.8,2.83,0.0
20190327:0906,133.88,187.39,48.53,29.79,2.9,0.0
20190327:1006,491.78,656.33,63.37,30.31,2.62,0.0
20190327:1106,560.28,757.01,77.95,31.06,2.62,0.0
20190327:1206,643.93,875.54,84.71,31.6,3.03,0.0
20190327:1306,650.13,879.78,71.08,31.8,3.31,0.0
20190327:1406,582.85,775.48,56.32,31.25,3.59,0.0
20190327:1506,445.33,586.06,41.45,30.52,3.38,0.0
20190327:1606,251.1,339.76,26.55,30.36,3.24,0.0
20190327:1706,66.27,109.02,11.65,29.72,3.1,0.0
20190327:1806,0.0,0.0,0.0,29.08,2.83,0.0
20190327:1906,0.0,0.0,0.0,28.48,3.1,0.0
20190327:2006,0.0,0.0,0.0,28.19,3.17,0.0
20190327:2106,0.0,0.0,0.0,28.03,3.24,0.0
20190327:2206,0.0,0.0,0.0,27.89,3.38,0.0
20190327:2306,0.0,0.0,0.0,27.78,3.66,0.0
20190328:0006,0.0,0.0,0.0,27.67,3.86,0.0
20190328:0106,0.0,0.0,0.0,27.61,3.86,0.0
20190328:0206,0.0,0.0,0.0,27.52,3.72,0.0
20190328:0306,0.0,0.0,0.0,27.43,3.66,0.0
20190328:0406,0.0,0.0,0.0,27.43,3.72,0.0
20190328:0506,0.0,0.0,0.0,27.4,3.59,0.0
20190328:0606,4.64,16.4,3.96,27.42,3.1,0.0
20190328:0706,137.92,196.48,18.86,27.95,3.45,0.0
20190328:0806,320.14,420.03,33.76,28.97,3.93,0.0
20190328:0906,405.4,531.32,48.65,29.95,4.0,0.0
20190328:1006,387.56,512.55,63.51,30.83,4.0,0.0
20190328:1106,286.11,381.75,78.15,31.13,4.07,0.0
20190328:1206,610.97,816.01,84.94,31.31,4.34,0.0
20190328:1306,661.54,883.35,71.09,31.21,4.34,0.0
20190328:1406,582.81,765.34,56.29,30.03,4.34,0.0
20190328:1506,409.44,534.23,41.41,30.18,4.62,0.0
20190328:1606,198.91,270.27,26.51,30.37,4.69,0.0
20190328:1706,61.84,102.08,11.61,29.85,4.21,0.0
20190328:1806,0.0,0.0,0.0,29.17,3.72,0.0
20190328:1906,0.0,0.0,0.0,28.73,3.86,0.0
20190328:2006,0.0,0.0,0.0,28.44,4.0,0.0
20190328:2106,0.0,0.0,0.0,28.34,4.0,0.0
20190328:2206,0.0,0.0,0.0,28.2,3.79,0.0
20190328:2306,0.0,0.0,0.0,28.05,3.72,0.0
20190329:0006,0.0,0.0,0.0,27.92,3.93,0.0
20190329:0106,0.0,0.0,0.0,27.86,4.28,0.0
20190329:0206,0.0,0.0,0.0,27.78,4.34,0.0
20190329:0306,0.0,0.0,0.0,27.65,4.21,0.0
20190329:0406,0.0,0.0,0.0,27.62,4.0,0.0
20190329:0506,0.0,0.0,0.0,27.57,3.72,0.0
20190329:0606,5.73,18.34,4.08,27.55,3.52,0.0
20190329:0706,130.22,185.63,18.97,28.15,4.28,0.0
20190329:0806,261.83,345.37,33.88,28.86,4.41,0.0
20190329:0906,383.5,501.18,48.77,29.54,4.34,0.0
20190329:1006,413.57,544.06,63.64,30.46,4.55,0.0
20190329:1106,695.76,928.6,78.34,30.73,4.55,0.0
20190329:1206,689.87,923.27,85.14,30.98,4.48,0.0
20190329:1306,664.9,879.05,71.08,30.37,4.97,0.0
20190329:1406,544.86,712.5,56.26,29.5,4.41,0.0
